005075,old,ASW0006e0o,SW51,c_cld,8,200,0.2,0.8
005088,old,ASW0006e0o,SW51,c_cld,10,200,0.3,0.5
005130,old,ASW0004dv8,SW01,KhalilaRedBird,8,200,0.5,1.0
005237,old,ASW0004dv8,SW01,Capella05,8,200,0.5,1.0
005310,old,ASW0004dv8,SW01,c_cld,12,200,0.3,2.0
005505,old,ASW0004dv8,SW01,ElisabethB,12,200,0.5,1.0
005515,old,ASW0004dv8,SW01,ElisabethB,12,200,0.5,1.0
005520,old,ASW0004dv8,SW01,ElisabethB,12,200,0.5,1.0
005523,old,ASW0004dv8,SW01,ElisabethB,12,200,0.5,1.0
005527,old,ASW0004dv8,SW01,ElisabethB,12,200,0.5,1.0
005529,old,ASW0004dv8,SW01,ElisabethB,12,200,0.5,1.0
005593,old,ASW0004dv8,SW01,Capella05,12,200,0.5,1.0
005594,old,ASW0004dv8,SW01,Capella05,12,200,0.5,1.0
005653,old,ASW0004dv8,SW01,ElisabethB,12,200,0.5,1.0
005811,old,ASW0004dv8,SW01,c_cld,12,200,0.36,1.1
006437,old,ASW0006a07,SW52,c_cld,12,200,0.38,0.76
006479,old,ASW0004dv8,SW01,ElisabethB,12,200,0.5,1.0
006691,old,ASW0004dv8,SW01,jasonjason,8,200,0.5,1.0
006694,old,ASW0004dv8,SW01,jasonjason,11,200,0.5,1.0
006696,old,ASW0004dv8,SW01,jasonjason,11,200,0.5,1.0
006709,old,ASW0004iye,SW32,c_cld,12,200,0.3,0.9
006767,old,ASW00047ae,SW13,c_cld,8,200,0.5,1.0
006771,old,ASW00047ae,SW13,c_cld,8,200,0.5,1.0
006784,old,ASW00047ae,SW13,c_cld,10,200,0.5,0.9
006789,old,ASW00047ae,SW13,c_cld,11,200,0.5,0.9
006790,old,ASW00047ae,SW13,c_cld,12,200,0.5,0.9
006792,old,ASW00047ae,SW13,c_cld,11,200,0.5,0.9
007040,old,ASW0004dv8,SW01,c_cld,12,300,0.25,0.7
007081,old,ASW0004dv8,SW01,Budgieye,12,200,0.5,1.0
007084,old,ASW0004dv8,SW01,Budgieye,8,200,0.5,1.0
007118,old,ASW0004dv8,SW01,c_cld,12,400,0.28,2.0
007185,old,ASW0004dv8,SW01,c_cld,8,200,0.5,1.0
007189,old,ASW0004dv8,SW01,test,8,200,0.3,2.0
007193,old,ASW0004dv8,SW01,c_cld,12,300,0.4,1.0
007195,old,ASW0004dv8,SW01,c_cld,9,300,0.4,1.0
007200,old,ASW0004dv8,SW01,c_cld,12,300,0.4,1.0
007202,old,ASW0004dv8,SW01,c_cld,12,300,0.4,1.8
007242,old,ASW0004dv8,SW01,c_cld,12,300,0.4,1.1
007258,old,ASW0004dv8,SW01,c_cld,12,300,0.4,1.1
007261,old,ASW0004dv8,SW01,jasonjason,12,300,0.5,1.0
007334,old,ASW0004dv8,SW01,psaha,12,300,0.5,1.0
007335,old,ASW0004dv8,SW01,Capella05,12,200,0.5,1.0
007350,old,ASW0004dv8,SW01,Capella05,12,200,0.5,1.0
007403,old,ASW0004dv8,SW01,c_cld,12,300,0.5,1.0
007405,old,ASW0004dv8,SW01,c_cld,12,300,0.4,1.1
007421,old,ASW0004dv8,SW01,Capella05,12,200,0.5,1.0
007422,old,ASW0004dv8,SW01,Phil,12,300,0.5,1.0
007432,old,ASW0004dv8,SW01,c_cld,12,300,0.4,0.7
007459,old,ASW0004dv8,SW01,c_cld,12,300,0.4,0.7
007479,old,ASW0004dv8,SW01,ElisabethB,12,300,0.5,1.0
007820,old,ASW0004dv8,SW01,c_cld,12,300,0.5,1.0
007957,old,ASW0007e08,SW07,c_cld,8,200,0.5,1.0
007959,old,ASW0007e08,SW07,c_cld,12,200,0.5,1.2
007961,old,ASW0007e08,SW07,c_cld,12,200,0.5,1.2
007990,old,ASW0004dv8,SW01,c_cld,12,300,0.5,1.0
007991,old,ASW0004dv8,SW01,c_cld,11,300,0.4,1.0
007993,old,ASW0004dv8,SW01,c_cld,12,300,0.4,1.0
008009,old,ASW0007e08,SW07,c_cld,12,200,0.48,0.8
008048,old,ASW00024id,SW45,c_cld,12,200,0.5,1.0
008057,old,ASW00024id,SW45,c_cld,11,200,0.5,1.0
008058,old,ASW00024id,SW45,c_cld,12,200,0.5,1.0
008059,old,ASW00024id,SW45,c_cld,12,200,0.5,1.0
008425,old,ASW0004dv8,SW01,ElisabethB,8,200,0.5,1.0
008879,old,ASW0007t5y,SW55,c_cld,10,200,0.5,1.0
008881,old,ASW0007t5y,SW55,c_cld,12,200,0.5,1.0
008884,old,ASW0007k4r,SW05,c_cld,12,200,0.5,1.0
008885,old,ASW0007k4r,SW05,c_cld,12,200,0.5,1.0
008886,old,ASW0007t5y,SW55,Phil,12,200,0.5,1.0
008932,old,ASW0004dv8,SW01,psaha,12,300,0.5,1.0
008933,old,ASW0007t5y,SW55,Capella05,12,200,0.5,1.0
009373,old,ASW0004dv8,SW01,ElisabethB,8,200,0.5,1.0
009381,old,ASW0004dv8,SW01,ElisabethB,8,200,0.5,1.0
009934,old,ASW0004dv8,SW01,c_cld,12,300,0.5,1.0
009935,old,ASW0004dv8,SW01,c_cld,12,300,0.5,1.0
009951,old,ASW0004dv8,SW01,c_cld,12,300,0.5,1.0
009964,old,ASW0004dv8,SW01,Phil,8,200,0.5,1.0
010004,old,ASW0004dv8,SW01,ElisabethB,8,200,0.5,1.0
011214,old,ASW0004dv8,SW01,Phil,8,200,0.5,1.0
011332,old,ASW0009ab8,SW22,c_cld,11,200,0.5,1.0
011333,old,ASW0009ab8,SW22,c_cld,12,200,0.5,1.0
011334,old,ASW0009ab8,SW22,c_cld,12,200,0.5,1.0
011363,old,ASW0004dv8,SW01,Capella05,8,200,0.5,1.0
011364,old,ASW0004dv8,SW01,Capella05,8,200,0.5,1.0
011365,old,ASW0004dv8,SW01,Capella05,8,200,0.5,1.0
011366,old,ASW0004dv8,SW01,Capella05,8,200,0.5,1.0
011367,old,ASW0004dv8,SW01,Capella05,12,200,0.5,1.0
011368,old,ASW0004dv8,SW01,Capella05,12,200,0.5,1.0
011369,old,ASW0004dv8,SW01,Capella05,12,300,0.5,1.0
011370,old,ASW0004dv8,SW01,Capella05,12,200,0.5,1.0
011371,old,ASW0004dv8,SW01,Capella05,12,300,0.5,1.0
011372,old,ASW0004dv8,SW01,Capella05,12,200,0.5,1.0
011373,old,ASW0004dv8,SW01,Capella05,12,300,0.5,1.0
011374,old,ASW0004dv8,SW01,Capella05,12,300,0.5,1.0
011375,old,ASW0004dv8,SW01,rafik,8,200,0.5,1.0
011416,old,ASW000619d,SW02,c_cld,11,200,0.5,1.0
011418,old,ASW000619d,SW02,c_cld,12,200,0.5,1.0
011419,old,ASW000619d,SW02,c_cld,12,200,0.5,1.0
011421,old,ASW000619d,SW02,c_cld,12,200,0.5,1.0
011486,old,ASW000619d,SW02,Phil,12,200,0.5,1.0
011489,old,ASW000619d,SW02,psaha,8,200,0.5,1.0
011707,old,ASW0008swn,SW06,c_cld,12,200,0.5,1.0
011717,old,ASW00096rm,SW42,c_cld,12,200,0.5,1.0
011763,old,ASW0009cjs,SW04,c_cld,12,200,0.5,1.0
012298,old,ASW0009ab8,SW22,c_cld,12,200,0.31,1.2
012359,old,ASW0004dv8,SW01,Phil,9,200,0.5,1.0
012372,old,ASW0008swn,SW06,c_cld,11,200,0.5,1.0
012373,old,ASW0008swn,SW06,c_cld,12,200,0.5,1.0
012400,old,ASW0007k4r,SW05,c_cld,11,200,0.5,1.0
012401,old,ASW0007k4r,SW05,c_cld,12,200,0.5,1.0
012402,old,ASW0007k4r,SW05,c_cld,12,200,0.5,1.0
012522,old,ASW00024q6,SW46,c_cld,11,200,0.5,1.0
012523,old,ASW00024q6,SW46,c_cld,12,200,0.5,1.0
012553,old,ASW00047ae,SW13,c_cld,10,200,0.5,1.0
012554,old,ASW00047ae,SW13,c_cld,12,200,0.5,1.0
012694,old,ASW0007k4r,SW05,c_cld,12,200,0.62,1.55
012711,old,ASW0003wsu,SW12,c_cld,10,200,0.5,1.0
012712,old,ASW0003wsu,SW12,c_cld,12,200,0.5,1.0
012736,old,ASW0008swn,SW06,c_cld,7,200,0.5,1.0
012737,old,ASW0008swn,SW06,c_cld,10,200,0.5,1.0
012738,old,ASW0008swn,SW06,c_cld,12,200,0.5,1.0
012766,old,ASW0007k4r,SW05,c_cld,12,200,0.62,1.55
012768,old,ASW0007k4r,SW05,c_cld,12,200,0.62,1.55
012769,old,ASW0007k4r,SW05,c_cld,12,200,0.5,1.0
012770,old,ASW0007k4r,SW05,c_cld,12,200,0.5,1.0
012771,old,ASW0007k4r,SW05,c_cld,12,200,0.62,1.55
013029,old,ASW0002asp,SW09,c_cld,12,200,0.5,1.0
013053,old,ASW0006e0o,SW51,c_cld,8,200,0.5,1.0
013055,old,ASW0006e0o,SW51,c_cld,10,200,0.5,1.0
013056,old,ASW0006e0o,SW51,c_cld,12,200,0.5,1.0
013160,old,ASW0002dx7,SW20,c_cld,12,200,0.5,1.0
013164,old,ASW0002dx7,SW20,c_cld,12,200,0.5,1.0
013165,old,ASW0002dx7,SW20,c_cld,12,200,0.5,1.0
013175,old,ASW0002dx7,SW20,c_cld,12,200,0.3,1.5
013178,old,ASW0002dx7,SW20,c_cld,12,200,0.3,1.5
013185,old,ASW0002dx7,SW20,c_cld,12,200,0.3,2.0
013195,old,ASW0002dx7,SW20,c_cld,12,200,0.2,0.9
013217,old,ASW0006jh5,SW27,c_cld,11,200,0.5,1.0
013218,old,ASW0006jh5,SW27,c_cld,12,200,0.5,1.0
013248,old,ASW0001c3j,SW43,c_cld,9,200,0.5,1.0
013251,old,ASW0001c3j,SW43,c_cld,11,200,0.5,1.0
013252,old,ASW0001c3j,SW43,c_cld,12,200,0.5,1.0
013266,old,ASW0002qtn,SW11,c_cld,11,200,0.5,1.0
013267,old,ASW0002qtn,SW11,c_cld,12,200,0.5,1.0
013273,old,ASW0002dx7,SW20,c_cld,11,200,0.5,1.0
013274,old,ASW0002dx7,SW20,c_cld,12,200,0.5,1.0
013397,old,ASW0001ld7,SW19,c_cld,12,200,0.5,1.0
013406,old,ASW00050sk,SW24,c_cld,11,200,0.5,1.0
013410,old,ASW0004nan,SW15,c_cld,11,200,0.5,1.0
013421,old,ASW0009bp2,SW16,c_cld,12,200,0.5,1.0
013427,old,ASW0006jh5,SW27,c_cld,10,200,0.5,1.0
013428,old,ASW0006jh5,SW27,c_cld,12,200,0.5,1.0
013445,old,ASW0008wmr,SW40,psrk,8,200,0.5,1.0
013448,old,ASW0008wmr,SW40,psrk,8,200,0.5,1.0
013557,old,ASW00024id,SW45,c_cld,10,200,0.5,1.0
013560,old,ASW00024id,SW45,c_cld,11,200,0.5,1.0
013561,old,ASW00024id,SW45,c_cld,11,200,0.5,1.0
013562,old,ASW00024id,SW45,c_cld,11,200,0.5,1.0
013589,old,ASW0006a07,SW52,c_cld,12,200,0.6,1.1
013599,old,ASW00024id,SW45,c_cld,10,200,0.66,1.3
013600,old,ASW00024id,SW45,c_cld,12,200,0.66,1.3
013606,old,ASW00024id,SW45,c_cld,11,200,0.63,1.1
013611,old,ASW00024id,SW45,c_cld,10,200,0.63,1.1
013614,old,ASW00024id,SW45,c_cld,9,200,0.63,1.1
013615,old,ASW00024id,SW45,c_cld,9,200,0.63,1.1
